States,Plant_name,Owner_name,Coutry_name,LAT,LON,net_caol_generation,net_oil_generation,net_gas_generation,net_nuclear_generation,net_hydro_generation,new_biomass_generation,net_wind_generation,net_solar_generation,net_geothermal_generation,net_fossil_generation,net_unknownfuel_generation,net_nonrenewables_generation,net_renewables_generation,net_nonhydrorenewables_generations,net_combustion_generation,net_noncombusition_generation,coal_generation_percentage,oil_generation_percentage,gas_generation_percentage,nuclear_generation_percentage,hydro_generation_percentage,biomass_generation_percentage,wind_generation_percentage,solar_generation_percentage,geothermal_generation_percentage,fossile_generation_percentage,unknowfuel_genertion_percentage,nonrenewable_generation_percentage,renewable_generation_percentage,nonhydrorenewable_generation_percentage,combustion_generation_percentage,noncombustion_generation_percentage
AK,North Pole,Golden Valley Elec Assn Inc,Fairbanks North Star,64.7356,-147.3481,0,"431,296",0,0,0,0,0,0,0,0,0,"431,296",0,0,"431,296",0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,Northway,Alaska Power and Telephone Co,Southeast Fairbanks,62.9617,-141.9372,0,"1,027",0,0,0,0,0,0,0,0,0,"1,027",0,0,"1,027",0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,NSB Anaktuvuk Pass,North Slope Borough Power & Light,North Slope,68.13795,-151.741017,0,"3,813",0,0,0,0,0,0,0,0,0,"3,813",0,0,"3,813",0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,NSB Atqasuk Utility,North Slope Borough Power & Light,North Slope,70.4826,-157.4252,0,"2,782",0,0,0,0,0,0,0,0,0,"2,782",0,0,"2,782",0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,NSB Kaktovik Utility,North Slope Borough Power & Light,North Slope,70.125617,-143.619033,0,"4,510",0,0,0,0,0,0,0,0,0,"4,510",0,0,"4,510",0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,NSB Nuiqsut Utility,North Slope Borough Power & Light,North Slope,70.220565,-150.993492,0,"1,675","5,227",0,0,0,0,0,0,0,0,"6,902",0,0,"6,902",0,0.0%,24.3%,75.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,NSB Point Hope Utility,North Slope Borough Power & Light,North Slope,68.348424,-166.737211,0,"6,269",0,0,0,0,0,0,0,0,0,"6,269",0,0,"6,269",0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,NSB Point Lay Utility,North Slope Borough Power & Light,North Slope,69.740833,-163.005833,0,"3,667",0,0,0,0,0,0,0,0,0,"3,667",0,0,"3,667",0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,NSB Wainwright Utility,North Slope Borough Power & Light,North Slope,70.642877,-160.020461,0,"6,962",0,0,0,0,0,0,0,0,0,"6,962",0,0,"6,962",0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,Nunapitchuk,"Alaska Village Elec Coop, Inc",Bethel,60.89588,-162.459756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,Nymans Plant Microgrid,Kodiak Electric Assn Inc,Kodiak Island,57.731608,-152.507044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,Orca,"Cordova Electric Coop, Inc",Valdez Cordova,60.555889,-145.752983,0,"6,137",0,0,0,0,0,0,0,0,0,"6,137",0,0,"6,137",0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,Pelican,Pelican Utility,Hoonah-Angoon,57.957197,-136.220095,0,338,0,0,717,0,0,0,0,0,0,338,717,0,338,717,0.0%,32.0%,0.0%,0.0%,68.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,32.0%,68.0%,0.0%,32.0%,68.0%
AK,Petersburg,Petersburg Borough - (AK),Petersburg,56.81104,-132.957091,0,"3,342",0,0,"9,598",0,0,0,0,0,0,"3,342","9,598",0,"3,342","9,598",0.0%,25.8%,0.0%,0.0%,74.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.8%,74.2%,0.0%,25.8%,74.2%
AK,Pillar Mountain Wind Project Microgrid,Kodiak Electric Assn Inc,Kodiak Island,57.7869,-152.4406,0,0,0,0,0,0,"25,015",0,0,0,0,0,"25,015","25,015",0,"25,015",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
AK,Pilot Station,"Alaska Village Elec Coop, Inc",Wade Hampton,61.936456,-162.880706,0,"1,751",0,0,0,0,0,0,0,0,0,"1,751",0,0,"1,751",0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,Port Lions Microgrid,Kodiak Electric Assn Inc,Kodiak Island,57.864775,-152.855441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,Power Creek,"Cordova Electric Coop, Inc",Valdez Cordova,60.588686,-145.604539,0,0,0,0,"16,620",0,0,0,0,0,0,0,"16,620",0,0,"16,620",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
AK,Purple Lake,Metlakatla Power & Light,Prince of Wales-Hyder,55.091263,-131.544978,0,0,0,0,"9,111",0,0,0,0,0,0,0,"9,111",0,0,"9,111",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
AK,Quinhagak,"Alaska Village Elec Coop, Inc",Bethel,59.747436,-161.910647,0,"2,139",0,0,0,0,0,0,0,0,0,"2,139",0,0,"2,139",0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,S W Bailey,Ketchikan Public Utilities,Ketchikan Gateway,55.357397,-131.69696,0,"26,855",0,0,0,0,0,0,0,0,0,"26,855",0,0,"26,855",0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,Salmon Creek 1,Alaska Electric Light&Power Co,Juneau,58.3269,-134.4631,0,0,0,0,"23,099",0,0,0,0,0,0,0,"23,099",0,0,"23,099",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
AK,Sand Point,"TDX Sand Point Generating, LLC",Aleutians East,55.339722,-160.497222,0,"2,758",0,0,0,0,"1,022",0,0,0,0,"2,758","1,022","1,022","2,758","1,022",0.0%,73.0%,0.0%,0.0%,0.0%,0.0%,27.0%,0.0%,0.0%,0.0%,0.0%,73.0%,27.0%,27.0%,73.0%,27.0%
AK,Savoonga,"Alaska Village Elec Coop, Inc",Nome,63.695267,-170.475661,0,"2,274",0,0,0,0,0,0,0,0,0,"2,274",0,0,"2,274",0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,Scammon Bay,"Alaska Village Elec Coop, Inc",Wade Hampton,61.843036,-165.581497,0,"1,611",0,0,0,0,0,0,0,0,0,"1,611",0,0,"1,611",0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,Selawik,"Alaska Village Elec Coop, Inc",Northwest Arctic,66.606778,-160.014808,0,"2,515",0,0,0,0,0,0,0,0,0,"2,515",0,0,"2,515",0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,Seldovia,Homer Electric Assn Inc,Kenai Peninsula,59.439542,-151.713439,0,63,0,0,0,0,0,0,0,0,0,63,0,0,63,0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,Seward (AK),City of Seward - (AK),Kenai Peninsula,60.130922,-149.43501,0,218,0,0,0,0,0,0,0,0,0,218,0,0,218,0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,Shishmaref,"Alaska Village Elec Coop, Inc",Nome,66.255072,-166.073589,0,"1,663",0,0,0,0,0,0,0,0,0,"1,663",0,0,"1,663",0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,Shungnak,"Alaska Village Elec Coop, Inc",Northwest Arctic,66.888114,-157.140206,0,"1,574",0,0,0,0,0,0,0,0,0,"1,574",0,0,"1,574",0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,Silvis,Ketchikan Public Utilities,Ketchikan Gateway,55.381402,-131.517758,0,0,0,0,"8,560",0,0,0,0,0,0,0,"8,560",0,0,"8,560",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
AK,Skagway,Alaska Power and Telephone Co,Skagway,59.4545,-135.3131,0,626,0,0,"1,932",0,0,0,0,0,0,626,"1,932",0,626,"1,932",0.0%,24.5%,0.0%,0.0%,75.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,24.5%,75.5%,0.0%,24.5%,75.5%
AK,Slana Generating Station,Alaska Power and Telephone Co,Southeast Fairbanks,62.592756,-143.588869,0,"1,356",0,0,0,0,0,0,0,0,0,"1,356",0,0,"1,356",0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,Snake River,Nome Joint Utility Systems,Nome,64.505331,-165.429814,0,"30,181",0,0,0,0,"2,468",0,0,0,0,"30,181","2,468","2,468","30,181","2,468",0.0%,92.4%,0.0%,0.0%,0.0%,0.0%,7.6%,0.0%,0.0%,0.0%,0.0%,92.4%,7.6%,7.6%,92.4%,7.6%
AK,Snettisham,Alaska Electric Light&Power Co,Juneau,58.1415,-133.737,0,0,0,0,"238,708",0,0,0,0,0,0,0,"238,708",0,0,"238,708",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
AK,Soldotna,Homer Electric Assn Inc,Kenai Peninsula,60.499444,-150.997222,0,0,"46,499",0,0,0,0,0,0,0,0,"46,499",0,0,"46,499",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,Solomon Gulch,"Copper Valley Elec Assn, Inc",Valdez Cordova,61.0828,-146.3033,0,0,0,0,"53,198",0,0,0,0,0,0,0,"53,198",0,0,"53,198",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
AK,South Fork,Alaska Power and Telephone Co,Prince of Wales-Hyder,55.563333,-132.891111,0,0,0,0,"4,473",0,0,0,0,0,0,0,"4,473",0,0,"4,473",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
AK,Southcentral Power Project,Chugach Electric Assn Inc,Anchorage,61.167417,-149.905304,0,0,"797,909",0,0,0,0,0,0,0,0,"797,909",0,0,"797,909",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,St Marys IC,"Alaska Village Elec Coop, Inc",Bethel,62.051525,-163.172567,0,"2,994",0,0,0,0,0,0,0,0,0,"2,994",0,0,"2,994",0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,St. Michael,"Alaska Village Elec Coop, Inc",Nome,63.4775,-162.0383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,Stebbins,"Alaska Village Elec Coop, Inc",Nome,63.521047,-162.286322,0,"3,399",0,0,0,0,0,0,0,0,0,"3,399",0,0,"3,399",0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,Swampy Acres Microgrid,Kodiak Electric Assn Inc,Kodiak Island,57.77556,-152.48028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,Swan Lake,Ketchikan Public Utilities,Ketchikan Gateway,55.615208,-131.356111,0,0,0,0,"54,365",0,0,0,0,0,0,0,"54,365",0,0,"54,365",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
AK,Sweetheart Lake Hydroelectric Facility,Alaska Electric Light&Power Co,Juneau,57.9449,-133.6867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,Terror Lake Microgrid,Kodiak Electric Assn Inc,Kodiak Island,57.6861,-152.895,0,0,0,0,"124,762",0,0,0,0,0,0,0,"124,762",0,0,"124,762",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
AK,Tesoro Kenai Cogeneration Plant,Homer Electric Assn Inc,Kenai Peninsula,60.677,-151.3815,0,0,"68,210",0,0,0,0,0,0,0,0,"68,210",0,0,"68,210",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,Thorne Bay Plant,Alaska Power and Telephone Co,Prince of Wales-Hyder,55.68586,-132.52892,0,(11),0,0,0,0,0,0,0,0,0,(11),0,0,(11),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,TNSG North Plant,TDX North Slope Generating Co,North Slope,70.235278,-148.383611,0,0,"56,413",0,0,0,0,0,0,0,0,"56,413",0,0,"56,413",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,TNSG South Plant,TDX North Slope Generating Co,North Slope,70.2,-148.466667,0,0,(162),0,0,0,0,0,0,0,0,(162),0,0,(162),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,Togiak,"Alaska Village Elec Coop, Inc",Dillingham,59.059744,-160.380278,0,"2,961",0,0,0,0,0,0,0,0,0,"2,961",0,0,"2,961",0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,Tok,Alaska Power and Telephone Co,Southeast Fairbanks,63.33552,-142.99997,0,"9,157",0,0,0,0,0,0,0,0,0,"9,157",0,0,"9,157",0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,Toksook Bay,"Alaska Village Elec Coop, Inc",Bethel,60.530142,-165.108575,0,"3,555",0,0,0,0,0,0,0,0,0,"3,555",0,0,"3,555",0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,Tyee Lake Hydroelectric Facility,Southeast Alaska Power Agency,Wrangell,56.216403,-131.504344,0,0,0,0,"75,977",0,0,0,0,0,0,0,"75,977",0,0,"75,977",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
AK,Unalakleet,Unalakleet Valley Elec Coop,Nome,63.876789,-160.790414,0,"3,166",0,0,0,0,0,0,0,0,0,"3,166",0,0,"3,166",0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,Unalaska Power Module,City of Unalaska - (AK),Aleutians West,53.863993,-166.512591,0,"1,195",0,0,0,0,0,0,0,0,0,"1,195",0,0,"1,195",0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,Unisea G 2,City of Unalaska - (AK),Aleutians West,53.8796,-166.5532,0,"29,497",0,0,0,663,0,0,0,0,0,"29,497",663,663,"30,160",0,0.0%,97.8%,0.0%,0.0%,0.0%,2.2%,0.0%,0.0%,0.0%,0.0%,0.0%,97.8%,2.2%,2.2%,100.0%,0.0%
AK,University of Alaska Fairbanks,Golden Valley Elec Assn Inc,Fairbanks North Star,64.854171,-147.822075,"21,780","6,548",0,0,0,0,0,0,0,0,0,"28,328",0,0,"28,328",0,76.9%,23.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,Upper Kalskag,"Alaska Village Elec Coop, Inc",Bethel,61.526858,-160.348128,0,"1,497",0,0,0,0,0,0,0,0,0,"1,497",0,0,"1,497",0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,Utility Plants Section,Golden Valley Elec Assn Inc,Fairbanks North Star,64.825601,-147.648627,"71,202",0,0,0,0,0,0,0,0,0,0,"71,202",0,0,"71,202",0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,Valdez,"Copper Valley Elec Assn, Inc",Valdez Cordova,61.1303,-146.3647,0,"3,104",0,0,0,0,0,0,0,0,0,"3,104",0,0,"3,104",0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,Valdez Cogen,"Copper Valley Elec Assn, Inc",Valdez Cordova,61.0839,-146.2529,0,"17,823",0,0,0,0,0,0,0,0,0,"17,823",0,0,"17,823",0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,Viking,Alaska Power and Telephone Co,Prince of Wales-Hyder,55.540708,-133.102344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,Westward Seafoods,City of Unalaska - (AK),Aleutians West,53.858508,-166.55288,0,"17,373",0,0,0,0,0,0,0,0,0,"17,373",0,0,"17,373",0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,Whitman,Ketchikan Public Utilities,Ketchikan Gateway,55.328056,-131.530833,0,0,0,0,"9,908",0,0,0,0,0,0,0,"9,908",0,0,"9,908",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
AK,Wrangell,City of Wrangell - (AK),Wrangell,56.460976,-132.379439,0,612,0,0,0,0,0,0,0,0,0,612,0,0,612,0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AK,Yakutat,CBY DBA Yakutat Power,Yakutat,59.544553,-139.724306,0,"5,765",0,0,0,0,0,0,0,0,0,"5,765",0,0,"5,765",0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AL,ABC Coke,Alabama Power Co,Jefferson,33.582793,-86.779866,0,0,374,0,0,0,0,0,0,"2,657",0,"3,031",0,0,"3,031",0,0.0%,0.0%,12.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,87.7%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AL,AL Solar C LLC,Alabama Power Co,Chambers,32.748611,-85.310833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Alabama Pine Pulp,Alabama Power Co,Monroe,31.5825,-87.4889,0,0,"15,494",0,0,"418,997",0,0,0,0,0,"15,494","418,997","418,997","434,491",0,0.0%,0.0%,3.6%,0.0%,0.0%,96.4%,0.0%,0.0%,0.0%,0.0%,0.0%,3.6%,96.4%,96.4%,100.0%,0.0%
AL,Alabama River Pulp,Alabama Power Co,Monroe,31.5825,-87.4889,0,111,"24,773",0,0,"229,337",0,0,0,0,0,"24,884","229,337","229,337","254,221",0,0.0%,0.0%,9.7%,0.0%,0.0%,90.2%,0.0%,0.0%,0.0%,0.0%,0.0%,9.8%,90.2%,90.2%,100.0%,0.0%
AL,Albertville,Tennessee Valley Authority,Marshall,34.363389,-86.223889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,AMEA Sylacauga Plant,Alabama Power Co,Talladega,33.1661,-86.2825,0,0,"53,719",0,0,0,0,0,0,0,0,"53,719",0,0,"53,719",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AL,ANAD Solar Array,Alabama Power Co,Calhoun,33.626728,-85.969481,0,0,0,0,0,0,0,"8,870",0,0,0,0,"8,870","8,870",0,"8,870",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
AL,APC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,APC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,APC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Bankhead Dam,Alabama Power Co,Tuscaloosa,33.458665,-87.356823,0,0,0,0,(284),0,0,0,0,0,0,0,(284),0,0,(284),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Barry,Alabama Power Co,Mobile,31.0069,-88.0103,"4,174,904",0,"8,295,903",0,0,0,0,0,0,0,0,"12,470,807",0,0,"12,470,807",0,33.5%,0.0%,66.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AL,Bartletts Ferry,Georgia Power Co,Lee,32.661976,-85.091552,0,0,0,0,"506,152",0,0,0,0,0,0,0,"506,152",0,0,"506,152",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
AL,Bellefonte,Tennessee Valley Authority,Jackson,34.7092,-85.9278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Blackbear Solar 1,Alabama Power Co,Montgomery,32.196971,-86.327341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Browns Ferry,Tennessee Valley Authority,Limestone,34.7042,-87.1189,0,0,0,"29,519,900",0,0,0,0,0,0,0,"29,519,900",0,0,0,"29,519,900",0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%
AL,Calhoun Energy Center,Alabama Power Co,Calhoun,33.5883,-85.9731,0,"2,454","332,468",0,0,0,0,0,0,0,0,"334,922",0,0,"334,922",0,0.0%,0.7%,99.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AL,Central Alabama Gen Station,Alabama Power Co,Autauga,32.6497,-86.74,0,0,"4,832,746",0,0,0,0,0,0,0,0,"4,832,746",0,0,"4,832,746",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AL,Charles R Lowman,PowerSouth Energy Cooperative,Washington,31.488019,-87.910747,"947,435","7,569",0,0,0,0,0,0,0,0,0,"955,004",0,0,"955,004",0,99.2%,0.8%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AL,Colbert,Tennessee Valley Authority,Colbert,34.7439,-87.8486,0,0,"1,670",0,0,0,0,0,0,0,0,"1,670",0,0,"1,670",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AL,Crestwood Dothan,City of Dothan - (AL),Houston,31.262356,-85.402737,0,979,0,0,0,0,0,0,0,0,0,979,0,0,979,0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
